Departamento,Variable1,Variable2,pendiente,intercepto,pearson
 Guainia,PorcentajeSi,AfectadoPorElConflictoPares2,0,0.649233333,0
 Vaupes,Abstencion,Homicidio,-0.001268437,0.768509245,-0.112970043
 Caqueta,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.973852531,0.049627827,0.710084844
 Risaralda,PorcentajeNo,Homicidio,-0.001284476,0.610767961,-0.341631719
 Risaralda,PorcentajeSi,Amenaza,0.003041373,0.384408057,0.736899812
 Guaviare,Abstencion,AbandonoODespojoDeTierras,0,0.667225,0
 Quindio,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.476430023,0.630863354,-0.531257375
 Putumayo,Abstencion,MinasAntipersonal,0.044483854,0.596555952,0.894421556
 Quindio,PorcentajeNo,HectareasDeAmapola,0,0.622208333,0
 Atlantico,Abstencion,AbandonoODespojoDeTierras,0,0.764604348,0
 Casanare,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-1.366463345,1.370820813,-0.959874616
 Bogota  D.C.,PorcentajeNo,HectareasDeCoca,0,0.4392,0
 Guaviare,PorcentajeSi,TotalPrimeraVuelta,-2.70E-05,0.784560311,-0.871065459
 Quindio,PorcentajeSi,ParticipacionPrimeraVuelta,0.319817934,0.229582706,0.138313735
 Tolima,Abstencion,Homicidio,0.000265885,0.629678116,0.282653697
 Tolima,PorcentajeNo,ParticipacionSegundaVuelta,0.514100759,0.335486398,0.24009708
 Sucre,Abstencion,MinasAntipersonal,-0.004084336,0.656745801,-0.032689714
 Quindio,PorcentajeSi,HectareasDeCoca,0,0.377791667,0
 Caqueta,Abstencion,VotosParaSenado2014,-1.61E-06,0.723436372,-0.318447604
 Norte  de  Santander,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.10616151,0.687564715,-0.287476281
 Tolima,PorcentajeNo,HectareasDeAmapola,-0.0344596,0.587341533,-0.13075244
 Tolima,PorcentajeNo,Desplazamiento,-9.58E-06,0.588106212,-0.075245533
 Risaralda,PorcentajeNo,TotalPrimeraVuelta,-1.01E-07,0.569173057,-0.05941024
 Santander,PorcentajeSi,ActosTerroristas,-0.010666528,0.487768227,-0.114138509
 Caldas,Abstencion,TotalSegundaVuelta,-8.88E-07,0.648119764,-0.54562673
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,CensoElectoral2016,7.69E-06,0.150611632,1
 Valle  del  Cauca,PorcentajeNo,HectareasDeAmapola,0,0.530811905,0
 Cundinamarca,Abstencion,Desplazamiento,0.000105534,0.578907309,0.310782455
 Guainia,PorcentajeSi,Desplazamiento,0.000557329,0.572396215,0.338321029
 Cordoba,Abstencion,Amenaza,-0.000551705,0.689451585,-0.266652588
 Cesar,PorcentajeNo,TotalPrimeraVuelta,9.55E-07,0.453555423,0.160809997
 Cundinamarca,Abstencion,Secuestro,0.022320695,0.581735625,0.190247901
 Caqueta,PorcentajeSi,AfectadoPorElConflictoPares2,0.08352,0.3685075,0.653484661
 Vichada,PorcentajeSi,ActosTerroristas,0.037846875,0.409373235,0.217704113
 Vaupes,PorcentajeSi,Amenaza,-0.003173447,0.911808515,-0.856576177
 Arauca,PorcentajeNo,AbandonoODespojoDeTierras,0,0.490757143,0
 Huila,Abstencion,Desplazamiento,4.05E-05,0.605042234,0.173955127
 Caldas,PorcentajeSi,Secuestro,0.001970946,0.383420847,0.030157441
 Arauca,PorcentajeSi,VotosParaSenado2014,-5.89E-06,0.554912647,-0.294991238
 Bolivar,Abstencion,ActosTerroristas,-0.000789462,0.725094482,-0.062287668
 Atlantico,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.655501056,0.797443223,-0.575852707
 Caqueta,PorcentajeSi,CensoElectoral2016,-4.29E-07,0.50131981,-0.07900013
 Boyaca,PorcentajeNo,HectareasDeCoca,0.028537384,0.500382738,0.132891609
 Huila,Abstencion,VotosParaSenado2014,-1.40E-07,0.612563035,-0.047321113
 Santander,PorcentajeSi,VinculacionNinosAdolescentes,-0.03831318,0.48298635,-0.083610751
 Antioquia,Abstencion,AfectadoPorElConflictoPares2,0.021825799,0.685000855,0.240400818
 Cesar,PorcentajeSi,ParticipacionPrimeraVuelta,-0.715245149,0.799577328,-0.355774023
 Bogota  D.C.,Abstencion,VotosParaSenado2014,3.97E-07,2.93E-13,0
 Cundinamarca,PorcentajeNo,Secuestro,-0.018131136,0.572483195,-0.118881761
 Arauca,PorcentajeNo,ParticipacionPrimeraVuelta,1.91552931,-0.162465717,0.427039331
 Bogota  D.C.,PorcentajeSi,ActosTerroristas,0.092658179,0.54504811,0
 Cordoba,PorcentajeNo,MinasAntipersonal,-0.026001658,0.337564948,-0.173093271
 La  Guajira,PorcentajeSi,IndiceRuralidad2014,-0.042153502,0.646577417,-0.111206889
 Sucre,Abstencion,HectareasDeCoca,0,0.656092308,0
 Arauca,PorcentajeSi,VinculacionNinosAdolescentes,-0.020076253,0.528802864,-0.07289726
 Boyaca,Abstencion,ParticipacionSegundaVuelta,-0.692353132,0.978049546,-0.532267096
 Norte  de  Santander,Abstencion,MinasAntipersonal,0.014092619,0.615236623,0.47182144
 Valle  del  Cauca,PorcentajeNo,VotosParaSenado2014,-3.30E-07,0.538053681,-0.229607044
 Valle  del  Cauca,PorcentajeSi,Homicidio,-0.001527093,0.511359852,-0.29203861
 Cesar,PorcentajeNo,VinculacionNinosAdolescentes,-0.230646329,0.48871213,-0.298902075
 Meta,PorcentajeSi,CensoElectoral2016,-4.50E-07,0.453383905,-0.181094065
 Vaupes,Abstencion,Secuestro,-0.008006721,0.778160922,-0.274544809
 Cordoba,PorcentajeSi,VotosParaSenado2014,-2.11E-06,0.706865432,-0.519922885
 Quindio,Abstencion,MinasAntipersonal,0.00511721,0.598084696,0.10868883
 Putumayo,PorcentajeNo,Homicidio,-0.000986667,0.409707403,-0.338069982
 Casanare,Abstencion,MinasAntipersonal,-0.003559,0.514110811,-0.269087868
 Santander,PorcentajeNo,Homicidio,0.002230173,0.484313604,0.32689479
 Choco,Abstencion,IndiceRuralidad2014,-0.031981923,0.696002681,-0.137051703
 Sucre,Abstencion,TotalSegundaVuelta,-9.62E-08,0.657319027,-0.033444651
 Risaralda,PorcentajeSi,TotalSegundaVuelta,1.02E-07,0.430632182,0.062331374
 Magdalena,PorcentajeNo,Homicidio,8.41E-06,0.304270649,0.001022436
 Putumayo,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.702908148,0.873931871,-0.91675521
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,-19.27044025,8.814657233,-1
 Putumayo,PorcentajeSi,TotalSegundaVuelta,2.84E-06,0.631335398,0.115955423
 Risaralda,Abstencion,VinculacionNinosAdolescentes,0.053190285,0.613583279,0.462656979
 Magdalena,PorcentajeNo,IndiceRuralidad2014,-0.152210909,0.375045343,-0.259049495
 Putumayo,Abstencion,IndiceRuralidad2014,0.172011142,0.562849022,0.489859136
 Arauca,Abstencion,HectareasDeCoca,-0.004993316,0.677033643,-0.725004772
 Choco,PorcentajeSi,HectareasDeAmapola,0,0.82164,0
 Santander,PorcentajeNo,Amenaza,0.002572231,0.505930831,0.188504972
 Boyaca,Abstencion,CensoElectoral2016,-1.08E-06,0.623889692,-0.254628817
 La  Guajira,PorcentajeSi,TotalPrimeraVuelta,-2.39E-06,0.646442977,-0.236074931
 Putumayo,PorcentajeSi,Secuestro,0.036398428,0.562341032,0.557632289
 Sucre,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.572392869,0.158513933,0.635293479
 Huila,PorcentajeNo,TotalPrimeraVuelta,-3.75E-07,0.629983407,-0.070353351
 Putumayo,Abstencion,ActosTerroristas,0.006477235,0.610701986,0.592240711
 Casanare,Abstencion,HectareasDeAmapola,0,0.507410526,0
 Caldas,Abstencion,VinculacionNinosAdolescentes,-0.011944928,0.637478174,-0.074720684
 Guainia,PorcentajeNo,VotosParaSenado2014,4.96E-05,0.204478701,0.499879586
 Cauca,PorcentajeSi,ActosTerroristas,0.001512196,0.705674536,0.285369532
 Sucre,PorcentajeNo,TotalPrimeraVuelta,2.03E-06,0.326816437,0.265364881
 Norte  de  Santander,Abstencion,HectareasDeCoca,2.90E-05,0.625344936,0.317068081
 Putumayo,PorcentajeSi,ActosTerroristas,0.015235008,0.555349655,0.751487027
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,TotalPrimeraVuelta,1.67E-05,0.680611063,1
 Putumayo,Abstencion,Secuestro,0.028621261,0.581880581,0.812800356
 Guainia,PorcentajeNo,Secuestro,-0.067943548,0.266832975,-0.229747184
 Narino,Abstencion,IndiceRuralidad2014,0.012555522,0.611941556,0.030045052
 La  Guajira,PorcentajeSi,CensoElectoral2016,-1.08E-06,0.667578455,-0.533727385
 Norte  de  Santander,PorcentajeNo,CensoElectoral2016,2.02E-07,0.575030846,0.089241158
 Atlantico,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.655501056,0.202556777,0.575852707
 Casanare,PorcentajeNo,VotosParaSenado2014,7.64E-06,0.585467899,0.272610425
 Arauca,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.05335277,0.640911483,0.423936708
 Tolima,Abstencion,AfectadoPorElConflictoPares2,0.006238036,0.636073476,0.108751004
 Cauca,PorcentajeNo,CensoElectoral2016,9.33E-07,0.254680148,0.301745057
 Cauca,Abstencion,AfectadoPorElConflictoPares2,0.028573913,0.575924845,0.382713518
 Guainia,PorcentajeSi,CensoElectoral2016,-6.66E-06,0.668052883,-0.146195662
 Tolima,PorcentajeSi,HectareasDeAmapola,0.0344596,0.412658467,0.13075244
 Bogota  D.C.,PorcentajeSi,ParticipacionPrimeraVuelta,0.219657565,0.45468343,0
 Vichada,PorcentajeNo,ParticipacionSegundaVuelta,1.601997817,-0.064977205,0.929630208
 Guainia,PorcentajeSi,ParticipacionSegundaVuelta,-0.707750949,0.835686389,-0.3462942
 La  Guajira,Abstencion,VotosParaSenado2014,3.41E-06,0.696581797,0.361423207
 Santander,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.509985764,0.332082148,0.506549254
 Meta,Abstencion,AfectadoPorElConflictoPares2,0.037544536,0.540534021,0.617319961
 Meta,PorcentajeNo,Desplazamiento,-0.000164168,0.638180301,-0.514933113
 Caldas,PorcentajeSi,Homicidio,-0.000388588,0.39709703,-0.105618774
 Magdalena,PorcentajeSi,VinculacionNinosAdolescentes,-1.035816527,0.718666569,-0.430376814
 Quindio,Abstencion,Homicidio,0.000186879,0.59519516,0.186235537
 Norte  de  Santander,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.894385021,0.25717305,0.761608937
 Norte  de  Santander,Abstencion,VotosParaSenado2014,-4.52E-07,0.638078683,-0.183531061
 Vichada,PorcentajeNo,Secuestro,-0.204866044,0.700992944,-0.909217696
 Cundinamarca,PorcentajeNo,ParticipacionSegundaVuelta,0.756300274,0.167976849,0.474063144
 Cundinamarca,PorcentajeSi,Desplazamiento,0.000108003,0.422921626,0.24466828
 Choco,PorcentajeSi,Desplazamiento,3.61E-05,0.786461359,0.315916734
 Arauca,PorcentajeNo,CensoElectoral2016,1.41E-06,0.455163022,0.201137186
 Bolivar,PorcentajeNo,AbandonoODespojoDeTierras,0.00967168,0.331068436,0.110699931
 Caqueta,PorcentajeSi,HectareasDeAmapola,0,0.4937875,0
 Bolivar,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.500117397,0.831102972,-0.535017539
 Atlantico,Abstencion,IndiceRuralidad2014,-0.023028676,0.76879787,-0.083921648
 Caqueta,PorcentajeNo,AbandonoODespojoDeTierras,0,0.5062125,0
 Arauca,PorcentajeNo,Amenaza,0.000365039,0.483698325,0.017946937
 Casanare,PorcentajeSi,ParticipacionPrimeraVuelta,-0.892633296,0.822202982,-0.263336356
 Caqueta,Abstencion,AfectadoPorElConflictoPares2,0.0073575,0.70487,0.180539755
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,ParticipacionPrimeraVuelta,3.064,-0.044016,1
 Arauca,Abstencion,AfectadoPorElConflictoPares2,0.015545,0.635945,0.455945099
 Risaralda,PorcentajeNo,VotosParaSenado2014,-1.37E-07,0.569002632,-0.053090666
 Cundinamarca,PorcentajeSi,ActosTerroristas,0.000538867,0.43365766,0.008273841
 La  Guajira,PorcentajeNo,VotosParaSenado2014,2.47E-06,0.343690917,0.338477238
 Santander,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.509985764,0.667917852,-0.506549254
 Antioquia,PorcentajeNo,HectareasDeCoca,-0.000361879,0.58603711,-0.25989126
 Norte  de  Santander,PorcentajeSi,AfectadoPorElConflictoPares2,0.122188429,0.339890021,0.690436319
 Guainia,PorcentajeNo,CensoElectoral2016,1.48E-05,0.197927331,0.51487742
 Narino,PorcentajeNo,TotalSegundaVuelta,7.34E-07,0.314650284,0.09777526
 Cordoba,PorcentajeSi,IndiceRuralidad2014,0.254815697,0.51811669,0.536997628
 Boyaca,PorcentajeSi,AbandonoODespojoDeTierras,0,0.497828455,0
 Meta,PorcentajeSi,HectareasDeCoca,0.000129023,0.420687743,0.365804691
 Meta,PorcentajeSi,Secuestro,0.015105881,0.392377027,0.343688294
 Guaviare,PorcentajeSi,Secuestro,0.029197041,0.475742768,0.874475514
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,18.33898305,-4.747877966,1
 Cordoba,PorcentajeNo,HectareasDeCoca,-5.76E-05,0.335770662,-0.101241475
 Putumayo,PorcentajeNo,HectareasDeAmapola,0.118270833,0.345991667,0.113326471
 Bogota  D.C.,PorcentajeSi,MinasAntipersonal,0,0.5608,0
 Huila,PorcentajeSi,MinasAntipersonal,0.036553631,0.358591038,0.38545511
 Vaupes,Abstencion,VinculacionNinosAdolescentes,-0.011386854,0.773481381,-0.282220462
 Cesar,Abstencion,Secuestro,-0.002064323,0.67931266,-0.135572325
 Caldas,PorcentajeNo,HectareasDeAmapola,0,0.614762963,0
 Caqueta,PorcentajeSi,TotalSegundaVuelta,-1.81E-06,0.50583679,-0.156827932
 Cauca,PorcentajeNo,Desplazamiento,-0.000115104,0.314512101,-0.342060341
 La  Guajira,Abstencion,Desplazamiento,-0.00016619,0.778344707,-0.390536689
 Caqueta,Abstencion,Secuestro,-0.003037791,0.729037101,-0.245400208
 Vichada,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.868502262,0.045706482,0.945709621
 Risaralda,Abstencion,Desplazamiento,9.27E-05,0.61010224,0.538987086
 Vaupes,PorcentajeNo,Amenaza,0.003173447,0.088191485,0.856576177
 Huila,Abstencion,AbandonoODespojoDeTierras,0,0.611581081,0
 Caldas,PorcentajeSi,HectareasDeCoca,0,0.385237037,0
 Choco,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.84413998,0.977980352,-0.547713543
 Atlantico,PorcentajeSi,IndiceRuralidad2014,0.03892537,0.685602994,0.08312617
 Caldas,PorcentajeSi,VinculacionNinosAdolescentes,0.050805655,0.376035568,0.260313989
 Santander,PorcentajeNo,VotosParaSenado2014,6.00E-07,0.517935622,0.093108315
 Guaviare,Abstencion,ParticipacionPrimeraVuelta,-0.90761261,0.954507081,-0.83067566
 Vaupes,PorcentajeNo,AbandonoODespojoDeTierras,0,0.146133333,0
 Quindio,PorcentajeSi,Secuestro,-0.023009232,0.384502693,-0.220487444
 La  Guajira,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.017776278,0.732205757,0.014102447
 Vichada,PorcentajeNo,AbandonoODespojoDeTierras,0,0.51815,0
 Antioquia,Abstencion,TotalPrimeraVuelta,-3.42E-07,0.699421241,-0.261061615
 Guainia,PorcentajeSi,TotalSegundaVuelta,-2.04E-05,0.666990231,-0.154380516
 Cesar,Abstencion,TotalSegundaVuelta,-7.22E-09,0.67240351,-0.002868043
 Vichada,PorcentajeNo,MinasAntipersonal,-1.682746365,0.665390307,-0.623011742
 Cauca,PorcentajeSi,TotalPrimeraVuelta,-2.30E-06,0.743491045,-0.316961215
 Santander,PorcentajeNo,ParticipacionPrimeraVuelta,0.961841762,0.116729063,0.349284553
 Bolivar,PorcentajeSi,AfectadoPorElConflictoPares2,-0.026358559,0.678814062,-0.245455644
 Meta,Abstencion,TotalSegundaVuelta,-4.12E-07,0.577495943,-0.18223055
 Antioquia,PorcentajeSi,ParticipacionPrimeraVuelta,-0.597065567,0.634630138,-0.422117155
 Magdalena,Abstencion,VotosParaSenado2014,-9.47E-08,0.76209624,-0.024737094
 Guainia,PorcentajeSi,MinasAntipersonal,0,0.649233333,0
 Risaralda,PorcentajeSi,VotosParaSenado2014,1.37E-07,0.430997368,0.053090666
 Norte  de  Santander,Abstencion,Homicidio,0.000712775,0.610676316,0.263917713
 Amazonas,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.091022839,0.757551922,-0.223141895
 Casanare,Abstencion,CensoElectoral2016,7.75E-08,0.506336456,0.027477214
 Antioquia,PorcentajeNo,HectareasDeAmapola,0,0.5790816,0
 Risaralda,PorcentajeSi,ActosTerroristas,0.005860385,0.408443098,0.7134576
 Sucre,Abstencion,Secuestro,0.00540025,0.650203958,0.114787257
 Tolima,PorcentajeNo,Secuestro,-0.005764021,0.589018723,-0.091280935
 Caldas,PorcentajeNo,VinculacionNinosAdolescentes,-0.050805655,0.623964432,-0.260313989
 Boyaca,Abstencion,ActosTerroristas,-0.004551217,0.618725979,-0.145012668
 Caqueta,Abstencion,MinasAntipersonal,-0.000164026,0.716209801,-0.008351194
 Bogota  D.C.,PorcentajeSi,Homicidio,0.24126802,0.423277228,0
 Valle  del  Cauca,PorcentajeSi,HectareasDeCoca,0.000390531,0.462772422,0.443269886
 Cesar,Abstencion,HectareasDeCoca,-0.001372799,0.67413492,-0.10516324
 Guainia,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-1.619341894,0.952626033,-0.753892069
 Meta,Abstencion,HectareasDeAmapola,0,0.5729,0
 Huila,Abstencion,TotalPrimeraVuelta,-1.24E-07,0.61262101,-0.053771699
 Norte  de  Santander,PorcentajeSi,Desplazamiento,0.000302799,0.321446266,0.75241598
 Norte  de  Santander,PorcentajeNo,AfectadoPorElConflictoPares2,-0.122189809,0.660113376,-0.690449356
 Amazonas,PorcentajeSi,Desplazamiento,0.000834625,0.764083574,0.280223745
 Cauca,PorcentajeNo,Secuestro,0.022741208,0.251999592,0.258036589
 Vichada,PorcentajeNo,VotosParaSenado2014,3.49E-06,0.50698097,0.028127401
 Vaupes,PorcentajeSi,HectareasDeAmapola,0,0.853866667,0
 Guaviare,PorcentajeSi,ParticipacionSegundaVuelta,-1.576500589,1.2630694,-0.807377319
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,TotalPrimeraVuelta,-4.72E-05,0.870007304,-1
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,TotalSegundaVuelta,3.63E-05,0.137500379,1
 Valle  del  Cauca,PorcentajeSi,HectareasDeAmapola,0,0.469188095,0
 Narino,Abstencion,TotalSegundaVuelta,1.01E-07,0.619872618,0.028059623
 Cordoba,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.571453217,0.193316826,0.498534916
 Caqueta,PorcentajeSi,Homicidio,-0.002225708,0.673012646,-0.498182013
 Amazonas,PorcentajeNo,HectareasDeAmapola,0,0.193972727,0
 Cundinamarca,Abstencion,AfectadoPorElConflictoPares2,0.041229464,0.588370536,0.112929964
 La  Guajira,PorcentajeSi,AbandonoODespojoDeTierras,0,0.627126667,0
 Caldas,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.089890801,0.575328686,0.182354491
 Casanare,PorcentajeNo,TotalPrimeraVuelta,5.16E-06,0.588336767,0.262867927
 Amazonas,PorcentajeNo,Desplazamiento,-0.000834625,0.235916426,-0.280223745
 Magdalena,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.046608386,0.749276451,0.072540791
 Bolivar,Abstencion,HectareasDeCoca,-0.000319683,0.730531129,-0.27619425
 Tolima,PorcentajeSi,ActosTerroristas,-0.000210894,0.416875623,-0.010897275
 Quindio,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.115289908,0.634926673,-0.248270034
 Tolima,Abstencion,CensoElectoral2016,-2.74E-07,0.644395436,-0.419306146
 Cesar,PorcentajeSi,HectareasDeAmapola,0.02558183,0.532013961,0.169402048
 Norte  de  Santander,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.836340982,0.156382857,0.864355151
 Norte  de  Santander,PorcentajeNo,Secuestro,-0.026531511,0.651078099,-0.621718274
 Vaupes,PorcentajeSi,TotalSegundaVuelta,-2.86E-05,0.881951551,-0.696651839
 Bogota  D.C.,PorcentajeSi,Secuestro,0.016808872,0.560295734,0
 Cauca,PorcentajeSi,HectareasDeAmapola,0.000415167,0.722195063,0.068542432
 Atlantico,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.588300779,0.207898653,0.526510203
 Casanare,PorcentajeNo,VinculacionNinosAdolescentes,-0.128183265,0.745040619,-0.604470174
 Caqueta,PorcentajeNo,Amenaza,-0.000296792,0.530196975,-0.066800517
 Caldas,Abstencion,HectareasDeAmapola,0,0.635314815,0
 Antioquia,PorcentajeSi,AfectadoPorElConflictoPares2,0.066063319,0.392379046,0.475768499
 Caqueta,PorcentajeSi,ParticipacionSegundaVuelta,-1.325998665,0.968619335,-0.730849497
 Magdalena,Abstencion,HectareasDeCoca,0.019251604,0.756623219,0.260517496
 Norte  de  Santander,PorcentajeSi,TotalSegundaVuelta,-5.02E-07,0.425278072,-0.09577519
 Magdalena,PorcentajeNo,ActosTerroristas,-0.065118891,0.348183149,-0.259058757
 Casanare,PorcentajeNo,Desplazamiento,-0.000514076,0.759793699,-0.56120158
 Bogota  D.C.,Abstencion,MinasAntipersonal,0,0.5366,0
 Cundinamarca,Abstencion,TotalSegundaVuelta,-1.98E-06,0.604996516,-0.37254671
 Cordoba,PorcentajeNo,ParticipacionPrimeraVuelta,0.26329795,0.236593199,0.147780446
 Cesar,Abstencion,HectareasDeAmapola,0.000473531,0.672215188,0.005536323
 Bolivar,Abstencion,TotalPrimeraVuelta,5.54E-07,0.718694457,0.16811261
 Cundinamarca,PorcentajeNo,VinculacionNinosAdolescentes,-0.093740264,0.578787674,-0.286322921
 Bolivar,PorcentajeNo,Amenaza,-0.001139229,0.346850672,-0.092927419
 Quindio,PorcentajeSi,Desplazamiento,-1.14E-05,0.378899313,-0.034294879
 Antioquia,Abstencion,TotalSegundaVuelta,-3.30E-07,0.699626996,-0.255117567
 Norte  de  Santander,PorcentajeSi,Homicidio,0.003468627,0.307246371,0.490167374
 Cesar,PorcentajeNo,MinasAntipersonal,-0.075706259,0.472117316,-0.098853237
 Cordoba,PorcentajeNo,ParticipacionSegundaVuelta,0.149982082,0.254450236,0.091191024
 Caqueta,PorcentajeNo,ParticipacionPrimeraVuelta,1.360980502,0.097135786,0.782394205
 Sucre,Abstencion,AfectadoPorElConflictoPares2,0,0.656092308,0
 Arauca,PorcentajeNo,HectareasDeCoca,-0.032968038,0.57143464,-0.71213726
 La  Guajira,PorcentajeNo,AbandonoODespojoDeTierras,0,0.372873333,0
 Boyaca,PorcentajeNo,IndiceRuralidad2014,-0.053703193,0.53851136,-0.097453901
 Guaviare,PorcentajeNo,VinculacionNinosAdolescentes,-0.139545953,0.596537283,-0.72196019
 Choco,PorcentajeNo,Desplazamiento,-3.61E-05,0.213538641,-0.315916734
 Huila,PorcentajeSi,CensoElectoral2016,1.94E-07,0.368997613,0.093266777
 Bolivar,PorcentajeSi,IndiceRuralidad2014,0.013436763,0.65967108,0.028434089
 Vaupes,PorcentajeSi,AfectadoPorElConflictoPares2,-0.040511111,0.914633333,-0.900509597
 Vichada,PorcentajeSi,AbandonoODespojoDeTierras,0,0.48185,0
 Meta,Abstencion,Desplazamiento,7.17E-05,0.537488225,0.528444241
 Bolivar,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.023806773,0.731157113,-0.04107989
 Boyaca,Abstencion,TotalSegundaVuelta,-2.26E-06,0.624335079,-0.269722761
 Norte  de  Santander,PorcentajeNo,MinasAntipersonal,-0.064384034,0.665065276,-0.822693507
 Caqueta,Abstencion,HectareasDeCoca,1.69E-05,0.707760495,0.173395193
 Arauca,Abstencion,TotalSegundaVuelta,-1.42E-06,0.680355442,-0.589813452
 La  Guajira,PorcentajeSi,Desplazamiento,9.59E-05,0.603201449,0.291323374
 Casanare,PorcentajeNo,ActosTerroristas,-0.016982208,0.696074381,-0.686536726
 Cordoba,PorcentajeSi,ParticipacionSegundaVuelta,-0.149982082,0.745549764,-0.091191024
 Risaralda,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.491015527,0.72831928,-0.77899785
 Bogota  D.C.,Abstencion,TotalPrimeraVuelta,2.13E-07,8.49E-14,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,IndiceRuralidad2014,-0.360066556,0.900833344,-1
 Boyaca,Abstencion,Homicidio,-0.000177628,0.617233585,-0.036949944
 Meta,PorcentajeNo,Amenaza,-0.007204379,0.677668862,-0.520995429
 Choco,PorcentajeNo,IndiceRuralidad2014,-0.279851541,0.351522805,-0.57772551
 Guaviare,Abstencion,Secuestro,0.015022141,0.571947072,0.862900621
 Valle  del  Cauca,PorcentajeNo,Secuestro,0.054006736,0.508720578,0.245010996
 Meta,PorcentajeNo,TotalPrimeraVuelta,1.12E-06,0.545362402,0.20171579
 Sucre,PorcentajeNo,AfectadoPorElConflictoPares2,0,0.345930769,0
 Valle  del  Cauca,PorcentajeNo,MinasAntipersonal,-0.081506118,0.53966114,-0.275047695
 Boyaca,PorcentajeNo,TotalSegundaVuelta,-7.09E-08,0.502441731,-0.005139696
 Bolivar,PorcentajeNo,MinasAntipersonal,0.019402233,0.326566363,0.106888694
 Risaralda,PorcentajeSi,IndiceRuralidad2014,0.088831288,0.390447932,0.299741605
 Putumayo,Abstencion,Desplazamiento,0.000126137,0.576794023,0.840438001
 Quindio,PorcentajeSi,IndiceRuralidad2014,0.030868217,0.368064834,0.124881822
 Cauca,PorcentajeSi,AfectadoPorElConflictoPares2,0.030695652,0.678685093,0.266712834
 Cundinamarca,Abstencion,HectareasDeCoca,0,0.589792241,0
 Guainia,Abstencion,Secuestro,-0.025646462,0.830847474,-0.108991785
 Amazonas,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.494323387,0.913147151,-0.460832721
 Huila,PorcentajeNo,AbandonoODespojoDeTierras,0,0.626827027,0
 Amazonas,Abstencion,TotalSegundaVuelta,-1.23E-07,0.738004664,-0.010014244
 Casanare,PorcentajeNo,AbandonoODespojoDeTierras,0,0.622389474,0
 Narino,PorcentajeNo,ParticipacionPrimeraVuelta,0.648415556,0.078308811,0.371429044
 Santander,PorcentajeNo,HectareasDeCoca,0.021641782,0.516700929,0.160064275
 Cundinamarca,Abstencion,CensoElectoral2016,-9.05E-07,0.603568032,-0.343765993
 Guaviare,PorcentajeNo,IndiceRuralidad2014,-0.760674233,0.720305909,-0.873621375
 Guaviare,PorcentajeNo,ParticipacionSegundaVuelta,1.576500589,-0.2630694,0.807377319
 Narino,PorcentajeSi,Secuestro,0.003747917,0.671172337,0.150290878
 Putumayo,PorcentajeNo,Amenaza,-0.000797271,0.376170085,-0.20013702
